CRN,Course,Title,SH,Instructor,Meeting Dates,Days,Time,Categories,Seats,Limit,Enroll,Subject,Prerequisites
10194,CHE 699-09,Thesis,1,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10195,CHE 699-10,Thesis,1,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10197,CHE 699-11,Thesis,1,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,none,12,15,3,chemistry,
10198,CHE 699-12,Thesis,1,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10199,CHE 699-13,Thesis,1,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10201,CHE 699-14,Thesis,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
13877,CHE 699-15,Thesis,1,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10203,CHE 751-01,PhD Literature Seminar I,1,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,W F,1300-1450,none,9,12,3,chemistry,
10204,CHE 752-01,PhD Dissertation Seminar II,1,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,W F,1300-1450,none,9,12,3,chemistry,
10205,CHE 780-01,Resrch Prob in Medicnl Biochem,1,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10207,CHE 780-02,Resrch Prob in Medicnl Biochem,1,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10208,CHE 780-03,Resrch Prob in Medicnl Biochem,1,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10209,CHE 780-04,Resrch Prob in Medicnl Biochem,1,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10210,CHE 780-05,Resrch Prob in Medicnl Biochem,1,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10211,CHE 780-06,Resrch Prob in Medicnl Biochem,1,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10212,CHE 780-07,Resrch Prob in Medicnl Biochem,1,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10213,CHE 780-08,Resrch Prob in Medicnl Biochem,1,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,none,13,15,2,chemistry,
10214,CHE 780-09,Resrch Prob in Medicnl Biochem,1,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10219,CHE 780-10,Resrch Prob in Medicnl Biochem,1,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,none,13,15,2,chemistry,
10215,CHE 780-11,Resrch Prob in Medicnl Biochem,1,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10216,CHE 780-12,Resrch Prob in Medicnl Biochem,1,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10217,CHE 780-13,Resrch Prob in Medicnl Biochem,1,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10218,CHE 780-14,Resrch Prob in Medicnl Biochem,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
13878,CHE 780-15,Resrch Prob in Medicnl Biochem,1,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10220,CHE 799-01,Dissrtatn Resrch in Med Bioche,1,Robert B. Banks,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10272,CHE 799-02,Dissrtatn Resrch in Med Bioche,1,Kimberly S. Petersen,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10273,CHE 799-03,Dissrtatn Resrch in Med Bioche,1,Nadja B. Cech,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10274,CHE 799-04,Dissrtatn Resrch in Med Bioche,1,Norman H. Chiu,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10275,CHE 799-05,Dissrtatn Resrch in Med Bioche,1,Liam M. Duffy,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10276,CHE 799-06,Dissrtatn Resrch in Med Bioche,1,Alice E. Haddy,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10277,CHE 799-07,Dissrtatn Resrch in Med Bioche,1,Terence A. Nile,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10278,CHE 799-08,Dissrtatn Resrch in Med Bioche,1,Sherri A. McFarland,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10279,CHE 799-09,Dissrtatn Resrch in Med Bioche,1,Jason J. Reddick,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10280,CHE 799-10,Dissrtatn Resrch in Med Bioche,1,Patricia H. Reggio,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10281,CHE 799-11,Dissrtatn Resrch in Med Bioche,1,Ethan W. Taylor,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10282,CHE 799-12,Dissrtatn Resrch in Med Bioche,1,Jerome L. Walsh,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
10283,CHE 799-13,Dissrtatn Resrch in Med Bioche,1,Nicholas Oberlies,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10284,CHE 799-14,Dissrtatn Resrch in Med Bioche,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
12615,CHE 799-15,Dissrtatn Resrch in Med Bioche,1,Vincent C. Henrich,08-JAN-2018 to 25-APR-2018,,,none,15,15,0,chemistry,
13879,CHE 799-16,Dissrtatn Resrch in Med Bioche,1,Qibin Zhang,08-JAN-2018 to 25-APR-2018,,,none,13,15,2,chemistry,
10285,CHE 801-01,Thesis Extension,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10286,CHE 802-01,Dissertation Extension,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
10287,CHE 803-01,Grad Resrch Proj Ext,1,Mitchell P. Croatt,08-JAN-2018 to 25-APR-2018,,,none,14,15,1,chemistry,
12134,CCI 201-01,Intro to Greek Civilization,3,David B. Wharton,08-JAN-2018 to 25-APR-2018,M W,1400-1515,.GHP.GL.GPM,10,110,100,classical civilizations,
10428,CCI 202-01,Intro to Roman Civilization,3,Derek S. Keyser,08-JAN-2018 to 25-APR-2018,M W,1530-1645,.GHP.GL.GPM,3,110,107,classical civilizations,
16877,CCI 202-02,Intro to Roman Civilization,3,Robyn L. LeBlanc,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GHP.GL.GPM,1,110,109,classical civilizations,
10429,CCI 205-01,Mythology,3,Derek S. Keyser,08-JAN-2018 to 25-APR-2018,M W,1400-1515,.GL.GLT,1,175,174,classical civilizations,
10430,CCI 205-02,Mythology,3,Hugh C. Parker,08-JAN-2018 to 25-APR-2018,M W,1530-1645,.GL.GLT,1,175,174,classical civilizations,
15294,CCI 205-03,Mythology,3,Daniel J. Schindler,08-JAN-2018 to 25-APR-2018,T R,1530-1645,.GL.GLT,9,175,166,classical civilizations,
17190,CCI 205-04,Mythology,3,John E. Esposito,08-JAN-2018 to 25-APR-2018,W,1800-2100,.GL.GLT,67,175,108,classical civilizations,
15295,CCI 212-01,Intro to Roman Archaeology,3,Robyn L. LeBlanc,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.ARC.GHP.GL.GPM,-1,45,46,classical civilizations,
15296,CCI 212-02,Intro to Roman Archaeology,3,Robyn L. LeBlanc,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.ARC.GHP.GL.GPM.HSS,0,5,5,classical civilizations,
16881,CCI 240-01,Ancient Warfare,3,Jonathan P. Zarecki,08-JAN-2018 to 25-APR-2018,M W,1530-1645,.GHP.GPM,-1,50,51,classical civilizations,
12928,CCI 305-01,Classical Tragedy,3,Derek S. Keyser,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,.GL.GLT,-2,50,52,classical civilizations,
16882,CCI 313-01,Archaeology of the Aegean,3,Joanne M. Murphy,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.ARC.SI,4,25,21,classical civilizations,
16883,CCI 323-01,World of Alexander the Great,3,Robyn L. LeBlanc,08-JAN-2018 to 25-APR-2018,T R,1530-1645,.SI,0,25,25,classical civilizations,
16885,CCI 326-01,Age of Nero,3,Hugh C. Parker,08-JAN-2018 to 25-APR-2018,T R,1100-1215,.GL.GLT.WI,-1,25,26,classical civilizations,
15301,CCI 493-01,Honors Work,3,Susan C. Shelmerdine,08-JAN-2018 to 25-APR-2018,,,.HSS,0,1,1,classical civilizations,
16782,ENG 101-01,College Writing I,3,Lauren B. Shook,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,.GRD,1,22,21,english,
13973,ENG 101-01N,College Writing I,3,Kathryn J. Kehoe,08-JAN-2018 to 25-APR-2018,M W,1400-1515,.GRD,3,18,15,english,
14690,ENG 101-02,College Writing I,3,Lauren B. Shook,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,.GRD,1,22,21,english,
15100,ENG 101-02N,College Writing I,3,Kathryn J. Kehoe,08-JAN-2018 to 25-APR-2018,M W,1530-1645,.GRD,7,18,11,english,
12697,ENG 101-03,College Writing I,3,Timothy L. Huffman,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,.GRD,0,22,22,english,
10359,ENG 101-04,College Writing I,3,Kathleen P. Naymon,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,.GRD,2,22,20,english,
10360,ENG 101-05,College Writing I,3,Bailey M. Maple,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,.GRD,0,22,22,english,
10361,ENG 101-06,College Writing I,3,Timothy L. Huffman,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,.GRD,-1,22,23,english,
16785,ENG 101-07,College Writing I,3,Elena C. Makarion,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,.GRD,0,22,22,english,
10362,ENG 101-08,College Writing I,3,Elena C. Makarion,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.GRD,2,22,20,english,
14691,ENG 101-09,College Writing I,3,Luciana D. Lilley,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.GRD,2,22,20,english,
12698,ENG 101-10,College Writing I,3,Forrest K. Rapier,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.GRD,2,22,20,english,
10364,ENG 101-12,College Writing I,3,Timothy L. Huffman,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,.GRD,-1,17,18,english,
10365,ENG 101-13,College Writing I,3,Cynthia D. McPeters,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,.GRD,3,22,19,english,
10366,ENG 101-14,College Writing I,3,Benjamin S. Compton,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,.GRD,8,22,14,english,
10367,ENG 101-15,College Writing I,3,Elena C. Makarion,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,.GRD,7,22,15,english,
10368,ENG 101-16,College Writing I,3,Meghan H. McGuire,08-JAN-2018 to 25-APR-2018,M W,1400-1515,.GRD,0,22,22,english,
10369,ENG 101-17,College Writing I,3,Cody H. Lee,08-JAN-2018 to 25-APR-2018,M W,1400-1515,.GRD,1,22,21,english,
10370,ENG 101-18,College Writing I,3,Meghan H. McGuire,08-JAN-2018 to 25-APR-2018,M W,1530-1645,.GRD,5,22,17,english,
16789,ENG 101-19,College Writing I,3,Cody H. Lee,08-JAN-2018 to 25-APR-2018,M W,1530-1645,.GRD,8,22,14,english,
10371,ENG 101-20,College Writing I,3,Katelyn J. Wilkinson,08-JAN-2018 to 25-APR-2018,T R,0800-0915,.GRD,1,22,21,english,
12699,ENG 101-21,College Writing I,3,Lilit Berberyan,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GRD,2,17,15,english,
16791,ENG 101-22,College Writing I,3,David M. Hough,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GRD,0,10,10,english,
10372,ENG 101-23,College Writing I,3,Katelyn J. Wilkinson,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GRD,5,22,17,english,
16792,ENG 101-25,College Writing I,3,Daysha P. Pinto,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GRD,15,22,7,english,
10374,ENG 101-26,College Writing I,3,Jay N. Shelat,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GRD,14,22,8,english,
10375,ENG 101-27,College Writing I,3,Ross M. Garrison,08-JAN-2018 to 25-APR-2018,T R,1100-1215,.GRD,1,22,21,english,
10376,ENG 101-28,College Writing I,3,Lilit Berberyan,08-JAN-2018 to 25-APR-2018,T R,1100-1215,.GRD,0,16,16,english,
10377,ENG 101-29,College Writing I,3,David M. Hough,08-JAN-2018 to 25-APR-2018,T R,1100-1215,.GRD,0,16,16,english,
13547,ENG 101-31,College Writing I,3,Whitney T. Wingate,08-JAN-2018 to 25-APR-2018,T R,1100-1215,.GRD,0,22,22,english,
13548,ENG 101-32,College Writing I,3,Jamie L. Watson,08-JAN-2018 to 25-APR-2018,T R,1100-1215,.GRD,0,22,22,english,
14711,ENG 101-33,College Writing I,3,Ross M. Garrison,08-JAN-2018 to 25-APR-2018,T R,1230-1345,.GRD,0,17,17,english,
13546,ENG 101-34,College Writing I,3,Katelyn J. Wilkinson,08-JAN-2018 to 25-APR-2018,T R,1230-1345,.GRD,0,17,17,english,
13549,ENG 101-35,College Writing I,3,Kristin J. Yates,08-JAN-2018 to 25-APR-2018,T R,1230-1345,.GRD,1,22,21,english,
13792,ENG 101-36,College Writing I,3,Hannah E. Edwards,08-JAN-2018 to 25-APR-2018,T R,1230-1345,.GRD,2,22,20,english,
13793,ENG 101-37,College Writing I,3,David M. Hough,08-JAN-2018 to 25-APR-2018,T R,1400-1515,.GRD,1,22,21,english,
13801,ENG 101-38,College Writing I,3,Eileen M. Totter,08-JAN-2018 to 25-APR-2018,T R,1530-1645,.GRD,9,22,13,english,
13945,ENG 101-39,College Writing I,3,Kristine N. Lee,08-JAN-2018 to 25-APR-2018,,,.GRD,1,20,19,english,
13947,ENG 101-40,College Writing I,3,Kristine N. Lee,08-JAN-2018 to 25-APR-2018,,,.GRD,2,22,20,english,
13949,ENG 101-41,College Writing I,3,Marc R. Keith,08-JAN-2018 to 25-APR-2018,,,.GRD,2,20,18,english,
13950,ENG 101-42,College Writing I,3,Bryan T. McMillan,08-JAN-2018 to 25-APR-2018,,,.GRD,0,19,19,english,
16995,ENG 101-42D,College Writing I,3,Bryan T. McMillan,08-JAN-2018 to 25-APR-2018,,,.GRD,0,0,0,english,
13952,ENG 101-43,College Writing I,3,Alicia K. Beeson,08-JAN-2018 to 25-APR-2018,,,.GRD,0,21,21,english,
16996,ENG 101-43D,College Writing I,3,Alicia K. Beeson,08-JAN-2018 to 25-APR-2018,,,.GRD,0,0,0,english,
10383,ENG 102-01,College Writing II,3,Jesse L. Gay,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,.GRD.SI,1,22,21,english,
10385,ENG 102-03,College Writing II,3,Emily M. Hall,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,.GRD.SI,2,22,20,english,
14735,ENG 102-04,College Writing II,3,Emily M. Hall,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,.GRD.SI,2,22,20,english,
14736,ENG 102-05,College Writing II,3,Michael R. Bedsole,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,.GRD.SI,0,22,22,english,
14737,ENG 102-06,College Writing II,3,Michael R. Bedsole,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,.GRD.SI,1,22,21,english,
14739,ENG 102-07,College Writing II,3,Richard J. Warren,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.GRD.SI,1,22,21,english,
15794,ENG 102-08,College Writing II,3,Kayla M. Forrest,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,.GRD.SI,3,22,19,english,
15795,ENG 102-09,College Writing II,3,Matthew C. Armstrong,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,.GRD.SI,3,22,19,english,
16799,ENG 102-10,College Writing II,3,Carl P. Schlachte,08-JAN-2018 to 25-APR-2018,T R,0800-0915,.GRD.SI,2,22,20,english,
16800,ENG 102-11,College Writing II,3,Gianina M. Coturri Sorenson,08-JAN-2018 to 25-APR-2018,T R,1400-1515,.GRD.SI,1,22,21,english,
16801,ENG 102-12,College Writing II,3,Kristie L. Ellison,08-JAN-2018 to 25-APR-2018,T R,1230-1345,.GRD.SI,-1,22,23,english,
16802,ENG 102-13,College Writing II for Arts,3,Matthew C. Carter,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,.GRD.SI,11,22,11,english,
16803,ENG 102-14,College Writing II for Arts,3,Matthew C. Carter,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.GRD.SI,8,22,14,english,
13964,ENG 103-01,Essentls of Prof / Bus Writing,3,Bonnie T. Yarbrough,08-JAN-2018 to 25-APR-2018,T R,1730-1845,.GRD.SI.WI,-2,22,24,english,
10386,ENG 104-01,Approach to Literature,3,Kellyn P. Luna,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,.GLT,1,36,35,english,
10387,ENG 104-02,Approach to Literature,3,Kellyn P. Luna,08-JAN-2018 to 25-APR-2018,M W F,1500-1550,.GLT,1,36,35,english,
10388,ENG 104-03,Approach to Literature,3,Michelle S. Reed,08-JAN-2018 to 25-APR-2018,T R,1100-1215,.GLT,0,36,36,english,
12700,ENG 104-04,Approach to Literature,3,Ross M. Garrison,08-JAN-2018 to 25-APR-2018,T R,1530-1645,.GLT.WI,0,25,25,english,
13965,ENG 104-05,Approach to Literature,3,Ross M. Garrison,08-JAN-2018 to 25-APR-2018,T R,1730-1845,.GLT.WI,1,25,24,english,
17090,ENG 104-06,Approach to Literature,3,Shawn M. Delgado,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.GLT.WI,0,25,25,english,
17098,ENG 104-07,Approach to Literature,3,Shawn M. Delgado,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,.GLT.WI,0,25,25,english,
12701,ENG 105-01,Introduction to Narrative,3,Erik T. Cofer,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,.GLT.WI,0,25,25,english,
12702,ENG 105-02,Introduction to Narrative,3,Erik T. Cofer,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,.GLT.WI,-1,25,26,english,
13966,ENG 105-03,Introduction to Narrative,3,Jesse L. Gay,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,.GLT,0,36,36,english,
14745,ENG 105-04,Introduction to Narrative,3,Cody H. Lee,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,.GLT.SI,0,25,25,english,
12703,ENG 105-05,Introduction to Narrative,3,Cody H. Lee,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.GLT.SI,0,25,25,english,
10389,ENG 105-06,Introduction to Narrative,3,Jeremy P. South,08-JAN-2018 to 25-APR-2018,M W F,1500-1550,.GLT,13,36,23,english,
10390,ENG 105-07,Introduction to Narrative,3,Marc R. Keith,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GLT,0,36,36,english,
13967,ENG 105-08,Introduction to Narrative,3,Beth K. Miller Ball,08-JAN-2018 to 25-APR-2018,T R,1400-1515,.GLT,0,36,36,english,
13614,ENG 105-09,Introduction to Narrative,3,Beth K. Miller Ball,08-JAN-2018 to 25-APR-2018,T R,1530-1645,.GLT,0,36,36,english,
13553,ENG 105-10,Introduction to Narrative,3,Bryan T. McMillan,08-JAN-2018 to 25-APR-2018,,,.GLT,1,32,31,english,
16997,ENG 105-10D,Introduction to Narrative,3,Bryan T. McMillan,08-JAN-2018 to 25-APR-2018,,,.GLT,-2,0,2,english,
13554,ENG 105-11,Introduction to Narrative,3,Jessica D. Ward,08-JAN-2018 to 25-APR-2018,,,.GLT,0,28,28,english,
16998,ENG 105-11D,Introduction to Narrative,3,Jessica D. Ward,08-JAN-2018 to 25-APR-2018,,,.GLT,-7,0,7,english,
13615,ENG 105-12,Introduction to Narrative,3,Dusty K. Ross,08-JAN-2018 to 25-APR-2018,,,.GLT,1,30,29,english,
16999,ENG 105-12D,Introduction to Narrative,3,Dusty K. Ross,08-JAN-2018 to 25-APR-2018,,,.GLT,-6,0,6,english,
13969,ENG 105-13,Introduction to Narrative,3,Eileen M. Totter,08-JAN-2018 to 25-APR-2018,,,.GLT,1,28,27,english,
17000,ENG 105-13D,Introduction to Narrative,3,Eileen M. Totter,08-JAN-2018 to 25-APR-2018,,,.GLT,-7,0,7,english,
16863,ENG 105-14,Introduction to Narrative,3,Gary Lim,08-JAN-2018 to 25-APR-2018,,,.GLT,0,30,30,english,
17317,ENG 105-14D,Introduction to Narrative,3,Gary Lim,08-JAN-2018 to 25-APR-2018,,,.GLT,-1,0,1,english,
17452,ENG 105-15D,Introduction to Narrative,3,Joseph A. George,28-FEB-2018 to 25-APR-2018,,,.GLT,0,35,35,english,
16965,ENG 105-81D,Introduction to Narrative,3,Noelle A. Morrissette,09-DEC-2017 to 18-JAN-2018,,,.GLT,2,35,33,english,
10391,ENG 106-01,Introduction to Poetry,3,Meghan H. McGuire,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,.GLT.WI,0,25,25,english,
10392,ENG 106-02,Introduction to Poetry,3,Meghan H. McGuire,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.GLT.WI,0,25,25,english,
14183,ENG 106-03,Introduction to Poetry,3,Michael R. Bedsole,08-JAN-2018 to 25-APR-2018,M W,1400-1515,.GLT,1,36,35,english,
14232,ENG 106-04,Introduction to Poetry,3,Michael R. Bedsole,08-JAN-2018 to 25-APR-2018,M W,1530-1645,.GLT,-1,36,37,english,
13970,ENG 107-01,Introduction to Drama,3,Benjamin S. Compton,08-JAN-2018 to 25-APR-2018,M W F,1500-1550,.GLT,16,36,20,english,
16836,ENG 107-02,Introduction to Drama,3,Lilit Berberyan,08-JAN-2018 to 25-APR-2018,T R,1400-1515,.GLT,6,36,30,english,
16837,ENG 107-03,Introduction to Drama,3,Lilit Berberyan,08-JAN-2018 to 25-APR-2018,T R,1530-1645,.GLT,6,36,30,english,
14234,ENG 108-01,Shakespearean Afterlives,3,Matthew C. Carter,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,.GLT,25,36,11,english,
15818,ENG 108-03,Expatriates in Paris,3,Kayla M. Forrest,08-JAN-2018 to 25-APR-2018,M W,1530-1645,.GLT,15,36,21,english,
16840,ENG 108-04,Transatlantic Romanticism,3,Emily J. Dolive,08-JAN-2018 to 25-APR-2018,T R,0800-0915,.GLT,19,36,17,english,
16841,ENG 108-05,Transatlantic Romanticism,3,Emily J. Dolive,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GLT,0,27,27,english,
16866,ENG 108-06,Topics: Literature of A.I.,3,Nancy G. Bucknall,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GLT.WI,-2,25,27,english,
14787,ENG 109-01,Intro to Shakespeare,3,Lauren B. Shook,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,.GLT.WI,0,25,25,english,
16842,ENG 109-02,Intro to Shakespeare,3,Lauren B. Shook,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,.GLT.WI,1,25,24,english,
16868,ENG 209-01,Tpc Nonwest Lit:Postcolnl Dev,3,Shana J. Scudder,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,.GLT.GN.IGS,5,36,31,english,
16870,ENG 209-02,Tpc Nonwest Lit:Postcolnl Dev,3,Shana J. Scudder,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,.GLT.GN.IGS,9,36,27,english,
16970,ENG 209-81D,Tpc Nonwest Lit:Postcolnl Dev,3,Joseph A. George,09-DEC-2017 to 18-JAN-2018,,,.GLT.GN.IGS,2,35,33,english,
16929,ENG 210-01,Literature and the Arts,3,Crystal L. Matey,08-JAN-2018 to 25-APR-2018,M W,1400-1515,.GLT,2,36,34,english,
16847,ENG 210-02,Literature and the Arts,3,Crystal L. Matey,08-JAN-2018 to 25-APR-2018,M W,1530-1645,.GLT,0,36,36,english,
16871,ENG 211-01,British Authors:Med-18th Cntry,3,Gary Lim,08-JAN-2018 to 25-APR-2018,T R,1230-1345,.GLT,1,36,35,english,
16872,ENG 211-02,British Authors:Med-18th Cntry,3,Gary Lim,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GLT,9,36,27,english,
10397,ENG 212-01,British Authors: Romantic-Mod,3,Ben Clarke,08-JAN-2018 to 25-APR-2018,T R,1400-1515,.GLT,3,36,33,english,
11743,ENG 219-01,Journlsm I: Fund of Newswritng,3,Rosemary Roberts,08-JAN-2018 to 25-APR-2018,T,1400-1650,.ENV.WI,1,20,19,english,
14905,ENG 219-02,Journlsm I: Fund of Newswritng,3,Elma K. Sabo,08-JAN-2018 to 25-APR-2018,W,1800-2050,.ENV.WI,1,20,19,english,
10398,ENG 221-01,Writing of Poetry: Introductry,3,Timothy L. Huffman,08-JAN-2018 to 25-APR-2018,M W,1530-1645,none,5,20,15,english,
15099,ENG 221-02,Writing of Poetry: Introductry,3,Katelyn J. Wilkinson,08-JAN-2018 to 25-APR-2018,T R,1530-1645,none,12,20,8,english,
16914,ENG 223-01,The Art of Writing,3,Gianina M. Coturri Sorenson,08-JAN-2018 to 25-APR-2018,T R,1100-1215,none,16,25,9,english,
13585,ENG 225-01,Writing Fiction: Introductory,3,Elena C. Makarion,08-JAN-2018 to 25-APR-2018,M W,1530-1645,none,2,20,18,english,
14907,ENG 225-02,Writing Fiction: Introductory,3,David M. Hough,08-JAN-2018 to 25-APR-2018,T R,1530-1645,none,4,20,16,english,
17113,ENG 225-03,Writing Fiction: Introductory,3,Julia R. Smith,08-JAN-2018 to 25-APR-2018,M W,1400-1515,none,3,20,17,english,
15094,ENG 230-01,Writing/Workplace/Public Aud,3,Jessica M. Van Rheenen,08-JAN-2018 to 25-APR-2018,T R,1400-1515,.GRD.SI,3,25,22,english,
10399,ENG 251-01,Maj Am Auth: Colonial-Romantic,3,Maria C. Sanchez,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,.GLT,9,36,27,english,
10405,ENG 252-01,Maj Am Auth: Realist to Modern,3,Noelle A. Morrissette,08-JAN-2018 to 25-APR-2018,T R,0930-1045,.GLT,1,36,35,english,
16874,ENG 290-01,Rhetoric of Social Movements,3,Nancy A. Myers,08-JAN-2018 to 25-APR-2018,T R,0800-0915,.GL.IGS,26,36,10,english,
10406,ENG 303-01,Critical Approaches Study Lit,3,Cristian Moraru,08-JAN-2018 to 25-APR-2018,M W,1530-1645,.SI,0,25,25,english,
10407,ENG 303-02,Critical Approaches Study Lit,3,Cristian Moraru,08-JAN-2018 to 25-APR-2018,M W,1700-1815,.SI,18,25,7,english,
14909,ENG 303-03,Critical Approaches Study Lit,3,Ben Clarke,08-JAN-2018 to 25-APR-2018,T R,1100-1215,.WI,0,25,25,english,
16876,ENG 304-01,History and Theory of Rhetoric,3,Stephen R. Yarbrough,08-JAN-2018 to 25-APR-2018,T R,1100-1215,.GHP.GPM.WI,0,25,25,english,
13205,ENG 305-01,Contemporary Rhetoric,3,Heather B. Adams,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,.SI.WI,0,25,25,english,
10408,ENG 305-02,Contemporary Rhetoric,3,Elizabeth Chiseri-Strater,08-JAN-2018 to 25-APR-2018,T R,1230-1345,.SI.WI,-1,25,26,english,
